NAME,total_units_2000,state_fips,county_fips
"Jackson County, Mississippi",51678,28,059
"Jasper County, Mississippi",7671,28,061
"Jefferson County, Mississippi",3819,28,063
"Jefferson Davis County, Mississippi",5891,28,065
"Jones County, Mississippi",26921,28,067
"Kemper County, Mississippi",4533,28,069
"Lafayette County, Mississippi",16587,28,071
"Lamar County, Mississippi",15433,28,073
"Lauderdale County, Mississippi",33418,28,075
"Lawrence County, Mississippi",5688,28,077
"Leake County, Mississippi",8585,28,079
"Lee County, Mississippi",31887,28,081
"Leflore County, Mississippi",14097,28,083
"Lincoln County, Mississippi",14052,28,085
"Lowndes County, Mississippi",25104,28,087
"Madison County, Mississippi",28781,28,089
"Marion County, Mississippi",10395,28,091
"Marshall County, Mississippi",13252,28,093
"Monroe County, Mississippi",16236,28,095
"Montgomery County, Mississippi",5402,28,097
"Neshoba County, Mississippi",11980,28,099
"Newton County, Mississippi",9259,28,101
"Noxubee County, Mississippi",5228,28,103
"Oktibbeha County, Mississippi",17344,28,105
"Panola County, Mississippi",13736,28,107
"Pearl River County, Mississippi",20610,28,109
"Perry County, Mississippi",5107,28,111
"Pike County, Mississippi",16720,28,113
"Pontotoc County, Mississippi",10816,28,115
"Prentiss County, Mississippi",10681,28,117
"Quitman County, Mississippi",3923,28,119
"Rankin County, Mississippi",45070,28,121
"Scott County, Mississippi",11116,28,123
"Sharkey County, Mississippi",2416,28,125
"Simpson County, Mississippi",11307,28,127
"Smith County, Mississippi",7005,28,129
"Stone County, Mississippi",5343,28,131
"Sunflower County, Mississippi",10338,28,133
"Tallahatchie County, Mississippi",5711,28,135
"Tate County, Mississippi",9354,28,137
"Tippah County, Mississippi",8868,28,139
"Tishomingo County, Mississippi",9553,28,141
"Tunica County, Mississippi",3705,28,143
"Union County, Mississippi",10693,28,145
"Walthall County, Mississippi",6418,28,147
"Warren County, Mississippi",20789,28,149
"Washington County, Mississippi",24381,28,151
"Wayne County, Mississippi",9049,28,153
"Webster County, Mississippi",4344,28,155
"Wilkinson County, Mississippi",5106,28,157
"Winston County, Mississippi",8472,28,159
"Yalobusha County, Mississippi",6224,28,161
"Yazoo County, Mississippi",10015,28,163
"Adair County, Missouri",10826,29,001
"Andrew County, Missouri",6662,29,003
"Atchison County, Missouri",3103,29,005
"Audrain County, Missouri",10881,29,007
"Barry County, Missouri",15964,29,009
"Barton County, Missouri",5409,29,011
"Bates County, Missouri",7247,29,013
"Benton County, Missouri",12691,29,015
"Bollinger County, Missouri",5522,29,017
"Boone County, Missouri",56678,29,019
"Buchanan County, Missouri",36574,29,021
"Butler County, Missouri",18707,29,023
"Caldwell County, Missouri",4493,29,025
"Callaway County, Missouri",16167,29,027
"Camden County, Missouri",33470,29,029
"Cape Girardeau County, Missouri",29434,29,031
"Carroll County, Missouri",4897,29,033
"Carter County, Missouri",3028,29,035
"Cass County, Missouri",31677,29,037
"Cedar County, Missouri",6813,29,039
"Chariton County, Missouri",4250,29,041
"Christian County, Missouri",21827,29,043
"Clark County, Missouri",3483,29,045
"Clay County, Missouri",76230,29,047
"Clinton County, Missouri",7877,29,049
"Cole County, Missouri",28915,29,051
"Cooper County, Missouri",6676,29,053
"Crawford County, Missouri",10850,29,055
"Dade County, Missouri",3758,29,057
"Dallas County, Missouri",6914,29,059
"Daviess County, Missouri",3853,29,061
"DeKalb County, Missouri",3839,29,063
"Dent County, Missouri",6994,29,065
"Douglas County, Missouri",5919,29,067
"Dunklin County, Missouri",14682,29,069
"Franklin County, Missouri",38295,29,071
"Gasconade County, Missouri",7813,29,073
"Gentry County, Missouri",3214,29,075
"Greene County, Missouri",104517,29,077
"Grundy County, Missouri",5102,29,079
"Harrison County, Missouri",4316,29,081
"Henry County, Missouri",10261,29,083
"Hickory County, Missouri",6184,29,085
"Holt County, Missouri",2931,29,087
"Howard County, Missouri",4346,29,089
"Howell County, Missouri",16340,29,091
"Iron County, Missouri",4907,29,093
"Jackson County, Missouri",288231,29,095
"Jasper County, Missouri",45571,29,097
"Jefferson County, Missouri",75586,29,099
"Johnson County, Missouri",18886,29,101
"Knox County, Missouri",2317,29,103
"Laclede County, Missouri",14320,29,105
"Lafayette County, Missouri",13707,29,107
"Lawrence County, Missouri",14789,29,109
"Lewis County, Missouri",4602,29,111
"Lincoln County, Missouri",15511,29,113
"Linn County, Missouri",6554,29,115
"Livingston County, Missouri",6467,29,117
"McDonald County, Missouri",9287,29,119
"Macon County, Missouri",7502,29,121
"Madison County, Missouri",5656,29,123
"Maries County, Missouri",4149,29,125
"Marion County, Missouri",12443,29,127
"Mercer County, Missouri",2125,29,129
"Miller County, Missouri",11263,29,131
"Mississippi County, Missouri",5840,29,133
"Moniteau County, Missouri",5742,29,135
"Monroe County, Missouri",4565,29,137
"Montgomery County, Missouri",5726,29,139
"Morgan County, Missouri",13898,29,141
"New Madrid County, Missouri",8600,29,143
"Newton County, Missouri",21897,29,145
"Nodaway County, Missouri",8909,29,147
"Oregon County, Missouri",4997,29,149
"Osage County, Missouri",5904,29,151
"Ozark County, Missouri",5114,29,153
"Pemiscot County, Missouri",8793,29,155
"Perry County, Missouri",7815,29,157
"Pettis County, Missouri",16963,29,159
"Phelps County, Missouri",17501,29,161
"Pike County, Missouri",7493,29,163
"Platte County, Missouri",30902,29,165
"Polk County, Missouri",11183,29,167
"Pulaski County, Missouri",15408,29,169
"Putnam County, Missouri",2914,29,171
"Ralls County, Missouri",4564,29,173
"Randolph County, Missouri",10740,29,175
"Ray County, Missouri",9371,29,177
"Reynolds County, Missouri",3759,29,179
"Ripley County, Missouri",6392,29,181
"St. Charles County, Missouri",105514,29,183
"St. Clair County, Missouri",5205,29,185
"Ste. Genevieve County, Missouri",8018,29,186
"St. Francois County, Missouri",24449,29,187
"St. Louis County, Missouri",423749,29,189
"Saline County, Missouri",10019,29,195
"Schuyler County, Missouri",2027,29,197
"Scotland County, Missouri",2292,29,199
"Scott County, Missouri",16951,29,201
"Shannon County, Missouri",3862,29,203
"Shelby County, Missouri",3245,29,205
"Stoddard County, Missouri",13221,29,207
"Stone County, Missouri",16241,29,209
"Sullivan County, Missouri",3364,29,211
"Taney County, Missouri",19688,29,213
"Texas County, Missouri",10764,29,215
"Vernon County, Missouri",8872,29,217
"Warren County, Missouri",11046,29,219
"Washington County, Missouri",9894,29,221
"Wayne County, Missouri",7496,29,223
"Webster County, Missouri",12052,29,225
"Worth County, Missouri",1245,29,227
"Wright County, Missouri",7957,29,229
"St. Louis city, Missouri",176354,29,510
"Beaverhead County, Montana",4571,30,001
"Big Horn County, Montana",4655,30,003
"Blaine County, Montana",2947,30,005
"Broadwater County, Montana",2002,30,007
"Carbon County, Montana",5494,30,009
"Carter County, Montana",811,30,011
"Cascade County, Montana",35225,30,013
"Chouteau County, Montana",2776,30,015
"Custer County, Montana",5360,30,017
"Daniels County, Montana",1154,30,019
"Dawson County, Montana",4168,30,021
"Deer Lodge County, Montana",4958,30,023
"Fallon County, Montana",1410,30,025
"Fergus County, Montana",5558,30,027
"Flathead County, Montana",34773,30,029
"Gallatin County, Montana",29489,30,031
"Garfield County, Montana",961,30,033
"Glacier County, Montana",5243,30,035
"Golden Valley County, Montana",450,30,037
"Granite County, Montana",2074,30,039
"Hill County, Montana",7453,30,041
"Jefferson County, Montana",4199,30,043
"Judith Basin County, Montana",1325,30,045
"Lake County, Montana",13605,30,047
"Lewis and Clark County, Montana",25672,30,049
"Liberty County, Montana",1070,30,051
"Lincoln County, Montana",9319,30,053
"McCone County, Montana",1087,30,055
"Madison County, Montana",4671,30,057
"Meagher County, Montana",1363,30,059
"Mineral County, Montana",1961,30,061
"Missoula County, Montana",41319,30,063
"Musselshell County, Montana",2317,30,065
"Park County, Montana",8247,30,067
"Petroleum County, Montana",292,30,069
"Phillips County, Montana",2502,30,071
"Pondera County, Montana",2834,30,073
"Powder River County, Montana",1007,30,075
"Powell County, Montana",2930,30,077
"Prairie County, Montana",718,30,079
"Ravalli County, Montana",15946,30,081
"Richland County, Montana",4557,30,083
"Roosevelt County, Montana",4044,30,085
"Rosebud County, Montana",3912,30,087
"Sanders County, Montana",5271,30,089
"Sheridan County, Montana",2167,30,091
"Silver Bow County, Montana",16176,30,093
"Stillwater County, Montana",3947,30,095
"Sweet Grass County, Montana",1860,30,097
"Teton County, Montana",2910,30,099
"Toole County, Montana",2300,30,101
"Treasure County, Montana",422,30,103
"Valley County, Montana",4847,30,105
"Wheatland County, Montana",1154,30,107
"Wibaux County, Montana",587,30,109
"Yellowstone County, Montana",54563,30,111
"Adams County, Nebraska",13014,31,001
"Antelope County, Nebraska",3346,31,003
"Arthur County, Nebraska",273,31,005
"Banner County, Nebraska",375,31,007
"Blaine County, Nebraska",333,31,009
"Boone County, Nebraska",2733,31,011
"Box Butte County, Nebraska",5488,31,013
"Boyd County, Nebraska",1406,31,015
"Brown County, Nebraska",1916,31,017
"Buffalo County, Nebraska",16830,31,019
"Burt County, Nebraska",3723,31,021
"Butler County, Nebraska",3901,31,023
"Cass County, Nebraska",10179,31,025
"Cedar County, Nebraska",4200,31,027
"Chase County, Nebraska",1927,31,029
"Cherry County, Nebraska",3220,31,031
"Cheyenne County, Nebraska",4569,31,033
"Clay County, Nebraska",3066,31,035
"Colfax County, Nebraska",4088,31,037
"Cuming County, Nebraska",4283,31,039
"Custer County, Nebraska",5585,31,041
"Dakota County, Nebraska",7528,31,043
"Dawes County, Nebraska",4004,31,045
"Dawson County, Nebraska",9805,31,047
"Deuel County, Nebraska",1032,31,049
"Dixon County, Nebraska",2673,31,051
"Dodge County, Nebraska",15468,31,053
"Douglas County, Nebraska",192672,31,055
"Dundy County, Nebraska",1196,31,057
"Fillmore County, Nebraska",2990,31,059
"Franklin County, Nebraska",1746,31,061
"Frontier County, Nebraska",1543,31,063
"Furnas County, Nebraska",2730,31,065
"Gage County, Nebraska",10030,31,067
"Garden County, Nebraska",1298,31,069
"Garfield County, Nebraska",1021,31,071
"Gosper County, Nebraska",1281,31,073
"Grant County, Nebraska",449,31,075
"Greeley County, Nebraska",1199,31,077
"Hall County, Nebraska",21574,31,079
"Hamilton County, Nebraska",3850,31,081
"Harlan County, Nebraska",2327,31,083
"Hayes County, Nebraska",526,31,085
"Hitchcock County, Nebraska",1675,31,087
"Holt County, Nebraska",5281,31,089
"Hooker County, Nebraska",440,31,091
"Howard County, Nebraska",2782,31,093
"Jefferson County, Nebraska",3942,31,095
"Johnson County, Nebraska",2116,31,097
"Kearney County, Nebraska",2846,31,099
"Keith County, Nebraska",5178,31,101
"Keya Paha County, Nebraska",548,31,103
"Kimball County, Nebraska",1972,31,105
"Knox County, Nebraska",4773,31,107
"Lancaster County, Nebraska",104217,31,109
"Lincoln County, Nebraska",15438,31,111
"Logan County, Nebraska",386,31,113
"Loup County, Nebraska",377,31,115
"McPherson County, Nebraska",283,31,117
"Madison County, Nebraska",14432,31,119
"Merrick County, Nebraska",3649,31,121
"Morrill County, Nebraska",2460,31,123
"Nance County, Nebraska",1787,31,125
"Nemaha County, Nebraska",3439,31,127
"Nuckolls County, Nebraska",2530,31,129
"Otoe County, Nebraska",6567,31,131
"Pawnee County, Nebraska",1587,31,133
"Perkins County, Nebraska",1444,31,135
"Phelps County, Nebraska",4191,31,137
"Pierce County, Nebraska",3247,31,139
"Platte County, Nebraska",12916,31,141
"Polk County, Nebraska",2717,31,143
"Red Willow County, Nebraska",5278,31,145
"Richardson County, Nebraska",4560,31,147
"Rock County, Nebraska",935,31,149
"Saline County, Nebraska",5611,31,151
"Sarpy County, Nebraska",44981,31,153
"Saunders County, Nebraska",8266,31,155
"Scotts Bluff County, Nebraska",16119,31,157
"Seward County, Nebraska",6428,31,159
"Sheridan County, Nebraska",3013,31,161
"Sherman County, Nebraska",1839,31,163
"Sioux County, Nebraska",780,31,165
"Stanton County, Nebraska",2452,31,167
"Thayer County, Nebraska",2828,31,169
"Thomas County, Nebraska",446,31,171
"Thurston County, Nebraska",2467,31,173
"Valley County, Nebraska",2273,31,175
"Washington County, Nebraska",7408,31,177
"Wayne County, Nebraska",3662,31,179
"Webster County, Nebraska",1972,31,181
"Wheeler County, Nebraska",561,31,183
"York County, Nebraska",6172,31,185
"Churchill County, Nevada",9732,32,001
"Clark County, Nevada",559799,32,003
"Douglas County, Nevada",19006,32,005
"Elko County, Nevada",18456,32,007
"Esmeralda County, Nevada",833,32,009
"Eureka County, Nevada",1025,32,011
"Humboldt County, Nevada",6954,32,013
"Lander County, Nevada",2780,32,015
"Lincoln County, Nevada",2178,32,017
"Lyon County, Nevada",14279,32,019
"Mineral County, Nevada",2866,32,021
"Nye County, Nevada",15934,32,023
"Pershing County, Nevada",2389,32,027
"Storey County, Nevada",1596,32,029
"Washoe County, Nevada",143908,32,031
"White Pine County, Nevada",4439,32,033
"Carson City, Nevada",21283,32,510
"Belknap County, New Hampshire",32121,33,001
"Carroll County, New Hampshire",34750,33,003
"Cheshire County, New Hampshire",31876,33,005
"Coos County, New Hampshire",19623,33,007
"Grafton County, New Hampshire",43729,33,009
"Hillsborough County, New Hampshire",149961,33,011
"Merrimack County, New Hampshire",56244,33,013
"Rockingham County, New Hampshire",113023,33,015
"Strafford County, New Hampshire",45539,33,017
"Sullivan County, New Hampshire",20158,33,019
"Atlantic County, New Jersey",114090,34,001
"Bergen County, New Jersey",339820,34,003
"Burlington County, New Jersey",161311,34,005
"Camden County, New Jersey",199679,34,007
"Cape May County, New Jersey",91047,34,009
"Cumberland County, New Jersey",52863,34,011
"Essex County, New Jersey",301011,34,013
"Gloucester County, New Jersey",95054,34,015
"Hudson County, New Jersey",240618,34,017
"Hunterdon County, New Jersey",45032,34,019
"Mercer County, New Jersey",133280,34,021
"Middlesex County, New Jersey",273637,34,023
"Monmouth County, New Jersey",240884,34,025
"Morris County, New Jersey",174379,34,027
"Ocean County, New Jersey",248711,34,029
"Passaic County, New Jersey",170048,34,031
"Salem County, New Jersey",26158,34,033
"Somerset County, New Jersey",112023,34,035
"Sussex County, New Jersey",56528,34,037
"Union County, New Jersey",192945,34,039
"Warren County, New Jersey",41157,34,041
"Bernalillo County, New Mexico",239074,35,001
"Catron County, New Mexico",2548,35,003
"Chaves County, New Mexico",25647,35,005
"Cibola County, New Mexico",10328,35,006
"Colfax County, New Mexico",8959,35,007
"Curry County, New Mexico",19212,35,009
"De Baca County, New Mexico",1307,35,011
"Dona Ana County, New Mexico",65210,35,013
"Eddy County, New Mexico",22249,35,015
"Grant County, New Mexico",14066,35,017
"Guadalupe County, New Mexico",2160,35,019
"Harding County, New Mexico",545,35,021
"Hidalgo County, New Mexico",2848,35,023
"Lea County, New Mexico",23405,35,025
"Lincoln County, New Mexico",15298,35,027
"Los Alamos County, New Mexico",7937,35,028
"Luna County, New Mexico",11291,35,029
"McKinley County, New Mexico",26718,35,031
"Mora County, New Mexico",2973,35,033
"Otero County, New Mexico",29272,35,035
"Quay County, New Mexico",5664,35,037
"Rio Arriba County, New Mexico",18016,35,039
"Roosevelt County, New Mexico",7746,35,041
"Sandoval County, New Mexico",34866,35,043
"San Juan County, New Mexico",43221,35,045
"San Miguel County, New Mexico",14254,35,047
"Santa Fe County, New Mexico",57701,35,049
"Sierra County, New Mexico",8727,35,051
"Socorro County, New Mexico",7808,35,053
"Taos County, New Mexico",17404,35,055
"Torrance County, New Mexico",7257,35,057
"Union County, New Mexico",2225,35,059
"Valencia County, New Mexico",24643,35,061
"Albany County, New York",129972,36,001
"Allegany County, New York",24505,36,003
"Bronx County, New York",490659,36,005
"Broome County, New York",88817,36,007
"Cattaraugus County, New York",39839,36,009
"Cayuga County, New York",35477,36,011
"Chautauqua County, New York",64900,36,013
"Chemung County, New York",37745,36,015
"Chenango County, New York",23890,36,017
"Clinton County, New York",33091,36,019
"Columbia County, New York",30207,36,021
"Cortland County, New York",20116,36,023
"Delaware County, New York",28952,36,025
"Dutchess County, New York",106103,36,027
"Erie County, New York",415868,36,029
"Essex County, New York",23115,36,031
"Franklin County, New York",23936,36,033
"Fulton County, New York",27787,36,035
"Genesee County, New York",24190,36,037
"Greene County, New York",26544,36,039
"Hamilton County, New York",7965,36,041
"Herkimer County, New York",32026,36,043
"Jefferson County, New York",54070,36,045
"Kings County, New York",930866,36,047
"Lewis County, New York",15134,36,049
"Livingston County, New York",24023,36,051
"Madison County, New York",28646,36,053
"Monroe County, New York",304388,36,055
"Montgomery County, New York",22522,36,057
"Nassau County, New York",458151,36,059
"New York County, New York",798144,36,061
"Niagara County, New York",95715,36,063
"Oneida County, New York",102803,36,065
"Onondaga County, New York",196633,36,067
"Ontario County, New York",42647,36,069
"Orange County, New York",122754,36,071
"Orleans County, New York",17347,36,073
"Oswego County, New York",52831,36,075
"Otsego County, New York",28481,36,077
"Putnam County, New York",35030,36,079
"Queens County, New York",817250,36,081
"Rensselaer County, New York",66120,36,083
"Richmond County, New York",163993,36,085
"Rockland County, New York",94973,36,087
"St. Lawrence County, New York",49721,36,089
"Saratoga County, New York",86701,36,091
"Schenectady County, New York",65032,36,093
"Schoharie County, New York",15915,36,095
"Schuyler County, New York",9181,36,097
"Seneca County, New York",14794,36,099
"Steuben County, New York",46132,36,101
"Suffolk County, New York",522323,36,103
"Sullivan County, New York",44730,36,105
"Tioga County, New York",21410,36,107
"Tompkins County, New York",38625,36,109
"Ulster County, New York",77656,36,111
"Warren County, New York",34852,36,113
"Washington County, New York",26794,36,115
"Wayne County, New York",38767,36,117
"Westchester County, New York",349445,36,119
"Wyoming County, New York",16940,36,121
"Yates County, New York",12064,36,123
"Alamance County, North Carolina",55463,37,001
"Alexander County, North Carolina",14098,37,003
"Alleghany County, North Carolina",6412,37,005
"Anson County, North Carolina",10221,37,007
"Ashe County, North Carolina",13268,37,009
"Avery County, North Carolina",11911,37,011
"Beaufort County, North Carolina",22139,37,013
"Bertie County, North Carolina",9050,37,015
"Bladen County, North Carolina",15316,37,017
"Brunswick County, North Carolina",51431,37,019
"Buncombe County, North Carolina",93973,37,021
"Burke County, North Carolina",37427,37,023
"Cabarrus County, North Carolina",52848,37,025
"Caldwell County, North Carolina",33430,37,027
"Camden County, North Carolina",2973,37,029
"Carteret County, North Carolina",40947,37,031
"Caswell County, North Carolina",9601,37,033
"Catawba County, North Carolina",59919,37,035
"Chatham County, North Carolina",21358,37,037
"Cherokee County, North Carolina",13499,37,039
"Chowan County, North Carolina",6443,37,041
"Clay County, North Carolina",5425,37,043
"Cleveland County, North Carolina",40317,37,045
"Columbus County, North Carolina",24060,37,047
"Craven County, North Carolina",38150,37,049
"Cumberland County, North Carolina",118425,37,051
"Currituck County, North Carolina",10687,37,053
"Dare County, North Carolina",26671,37,055
"Davidson County, North Carolina",62432,37,057
"Davie County, North Carolina",14953,37,059
"Duplin County, North Carolina",20520,37,061
"Durham County, North Carolina",95452,37,063
"Edgecombe County, North Carolina",24002,37,065
"Forsyth County, North Carolina",133093,37,067
"Franklin County, North Carolina",20364,37,069
"Gaston County, North Carolina",78842,37,071
"Gates County, North Carolina",4389,37,073
"Graham County, North Carolina",5084,37,075
"Granville County, North Carolina",17896,37,077
"Greene County, North Carolina",7368,37,079
"Guilford County, North Carolina",180391,37,081
"Halifax County, North Carolina",25309,37,083
"Harnett County, North Carolina",38605,37,085
"Haywood County, North Carolina",28640,37,087
"Henderson County, North Carolina",42996,37,089
"Hertford County, North Carolina",9724,37,091
"Hoke County, North Carolina",12518,37,093
"Hyde County, North Carolina",3302,37,095
"Iredell County, North Carolina",51918,37,097
"Jackson County, North Carolina",19291,37,099
"Johnston County, North Carolina",50196,37,101
"Jones County, North Carolina",4679,37,103
"Lee County, North Carolina",19909,37,105
"Lenoir County, North Carolina",27184,37,107
"Lincoln County, North Carolina",25717,37,109
"McDowell County, North Carolina",18377,37,111
"Macon County, North Carolina",20746,37,113
"Madison County, North Carolina",9722,37,115
"Martin County, North Carolina",10930,37,117
"Mecklenburg County, North Carolina",292780,37,119
"Mitchell County, North Carolina",7919,37,121
"Montgomery County, North Carolina",14145,37,123
"Moore County, North Carolina",35151,37,125
"Nash County, North Carolina",37051,37,127
"New Hanover County, North Carolina",79616,37,129
"Northampton County, North Carolina",10455,37,131
"Onslow County, North Carolina",55726,37,133
"Orange County, North Carolina",49289,37,135
"Pamlico County, North Carolina",6781,37,137
"Pasquotank County, North Carolina",14289,37,139
"Pender County, North Carolina",20798,37,141
"Perquimans County, North Carolina",6043,37,143
"Person County, North Carolina",15504,37,145
"Pitt County, North Carolina",58408,37,147
"Polk County, North Carolina",9192,37,149
"Randolph County, North Carolina",54422,37,151
"Richmond County, North Carolina",19886,37,153
"Robeson County, North Carolina",47779,37,155
"Rockingham County, North Carolina",40208,37,157
"Rowan County, North Carolina",53980,37,159
"Rutherford County, North Carolina",29535,37,161
"Sampson County, North Carolina",25142,37,163
"Scotland County, North Carolina",14693,37,165
"Stanly County, North Carolina",24582,37,167
"Stokes County, North Carolina",19262,37,169
"Surry County, North Carolina",31033,37,171
"Swain County, North Carolina",7105,37,173
"Transylvania County, North Carolina",15553,37,175
"Tyrrell County, North Carolina",2032,37,177
"Union County, North Carolina",45695,37,179
"Vance County, North Carolina",18196,37,181
"Wake County, North Carolina",258953,37,183
"Warren County, North Carolina",10548,37,185
"Washington County, North Carolina",6174,37,187
"Watauga County, North Carolina",23155,37,189
"Wayne County, North Carolina",47313,37,191
"Wilkes County, North Carolina",29261,37,193
"Wilson County, North Carolina",30729,37,195
"Yadkin County, North Carolina",15821,37,197
"Yancey County, North Carolina",9729,37,199
"Adams County, North Dakota",1416,38,001
"Barnes County, North Dakota",5599,38,003
"Benson County, North Dakota",2932,38,005
"Billings County, North Dakota",529,38,007
"Bottineau County, North Dakota",4409,38,009
"Bowman County, North Dakota",1596,38,011
"Burke County, North Dakota",1412,38,013
"Burleigh County, North Dakota",29003,38,015
"Cass County, North Dakota",53790,38,017
"Cavalier County, North Dakota",2725,38,019
"Dickey County, North Dakota",2656,38,021
"Divide County, North Dakota",1469,38,023
"Dunn County, North Dakota",1965,38,025
"Eddy County, North Dakota",1418,38,027
"Emmons County, North Dakota",2168,38,029
"Foster County, North Dakota",1793,38,031
"Golden Valley County, North Dakota",973,38,033
"Grand Forks County, North Dakota",27373,38,035
"Grant County, North Dakota",1722,38,037
"Griggs County, North Dakota",1521,38,039
"Hettinger County, North Dakota",1419,38,041
"Kidder County, North Dakota",1610,38,043
"LaMoure County, North Dakota",2271,38,045
"Logan County, North Dakota",1193,38,047
"McHenry County, North Dakota",2983,38,049
"McIntosh County, North Dakota",1853,38,051
"McKenzie County, North Dakota",2719,38,053
"McLean County, North Dakota",5264,38,055
"Mercer County, North Dakota",4402,38,057
"Morton County, North Dakota",10587,38,059
"Mountrail County, North Dakota",3438,38,061
"Nelson County, North Dakota",2014,38,063
"Oliver County, North Dakota",903,38,065
"Pembina County, North Dakota",4115,38,067
"Pierce County, North Dakota",2269,38,069
"Ramsey County, North Dakota",5729,38,071
"Ransom County, North Dakota",2604,38,073
"Renville County, North Dakota",1413,38,075
"Richland County, North Dakota",7575,38,077
"Rolette County, North Dakota",5027,38,079
"Sargent County, North Dakota",2016,38,081
"Sheridan County, North Dakota",924,38,083
"Sioux County, North Dakota",1216,38,085
"Slope County, North Dakota",451,38,087
"Stark County, North Dakota",9722,38,089
"Steele County, North Dakota",1231,38,091
"Stutsman County, North Dakota",9817,38,093
"Towner County, North Dakota",1558,38,095
"Traill County, North Dakota",3708,38,097
"Walsh County, North Dakota",5757,38,099
"Ward County, North Dakota",25097,38,101
"Wells County, North Dakota",2643,38,103
"Williams County, North Dakota",9680,38,105
"Adams County, Ohio",11822,39,001
"Allen County, Ohio",44245,39,003
"Ashland County, Ohio",20832,39,005
"Ashtabula County, Ohio",43792,39,007
"Athens County, Ohio",24901,39,009
"Auglaize County, Ohio",18470,39,011
"Belmont County, Ohio",31236,39,013
"Brown County, Ohio",17193,39,015
"Butler County, Ohio",129793,39,017
"Carroll County, Ohio",13016,39,019
"Champaign County, Ohio",15890,39,021
"Clark County, Ohio",61056,39,023
"Clermont County, Ohio",69226,39,025
"Clinton County, Ohio",16577,39,027
"Columbiana County, Ohio",46083,39,029
"Coshocton County, Ohio",16107,39,031
"Crawford County, Ohio",20178,39,033
"Cuyahoga County, Ohio",616903,39,035
"Darke County, Ohio",21583,39,037
"Defiance County, Ohio",16040,39,039
"Delaware County, Ohio",42374,39,041
"Erie County, Ohio",35909,39,043
"Fairfield County, Ohio",47922,39,045
"Fayette County, Ohio",11904,39,047
"Franklin County, Ohio",471016,39,049
"Fulton County, Ohio",16232,39,051
"Gallia County, Ohio",13498,39,053
"Geauga County, Ohio",32805,39,055
"Greene County, Ohio",58224,39,057
"Guernsey County, Ohio",18771,39,059
"Hamilton County, Ohio",373393,39,061
"Hancock County, Ohio",29785,39,063
"Hardin County, Ohio",12907,39,065
"Harrison County, Ohio",7680,39,067
"Henry County, Ohio",11622,39,069
"Highland County, Ohio",17583,39,071
"Hocking County, Ohio",12141,39,073
"Holmes County, Ohio",12280,39,075
"Huron County, Ohio",23594,39,077
"Jackson County, Ohio",13909,39,079
"Jefferson County, Ohio",33291,39,081
"Knox County, Ohio",21793,39,083
"Lake County, Ohio",93487,39,085
"Lawrence County, Ohio",27189,39,087
"Licking County, Ohio",58760,39,089
"Logan County, Ohio",21571,39,091
"Lorain County, Ohio",111368,39,093
"Lucas County, Ohio",196259,39,095
"Madison County, Ohio",14399,39,097
"Mahoning County, Ohio",111762,39,099
"Marion County, Ohio",26298,39,101
"Medina County, Ohio",56793,39,103
"Meigs County, Ohio",10782,39,105
"Mercer County, Ohio",15875,39,107
"Miami County, Ohio",40554,39,109
"Monroe County, Ohio",7212,39,111
"Montgomery County, Ohio",248443,39,113
"Morgan County, Ohio",7771,39,115
"Morrow County, Ohio",12132,39,117
"Muskingum County, Ohio",35163,39,119
"Noble County, Ohio",5480,39,121
"Ottawa County, Ohio",25532,39,123
"Paulding County, Ohio",8478,39,125
"Perry County, Ohio",13655,39,127
"Pickaway County, Ohio",18596,39,129
"Pike County, Ohio",11602,39,131
"Portage County, Ohio",60096,39,133
"Preble County, Ohio",17186,39,135
"Putnam County, Ohio",12753,39,137
"Richland County, Ohio",53062,39,139
"Ross County, Ohio",29461,39,141
"Sandusky County, Ohio",25253,39,143
"Scioto County, Ohio",34054,39,145
"Seneca County, Ohio",23692,39,147
"Shelby County, Ohio",18682,39,149
"Stark County, Ohio",157024,39,151
"Summit County, Ohio",230880,39,153
"Trumbull County, Ohio",95117,39,155
"Tuscarawas County, Ohio",38113,39,157
"Union County, Ohio",15217,39,159
"Van Wert County, Ohio",12363,39,161
"Vinton County, Ohio",5653,39,163
"Warren County, Ohio",58692,39,165
"Washington County, Ohio",27760,39,167
"Wayne County, Ohio",42324,39,169
"Williams County, Ohio",16140,39,171
"Wood County, Ohio",47468,39,173
"Wyandot County, Ohio",9324,39,175
"Adair County, Oklahoma",8348,40,001
"Alfalfa County, Oklahoma",2832,40,003
"Atoka County, Oklahoma",5673,40,005
"Beaver County, Oklahoma",2719,40,007
"Beckham County, Oklahoma",8796,40,009
"Blaine County, Oklahoma",5208,40,011
"Bryan County, Oklahoma",16715,40,013
"Caddo County, Oklahoma",13096,40,015
"Canadian County, Oklahoma",33969,40,017
"Carter County, Oklahoma",20577,40,019
"Cherokee County, Oklahoma",19499,40,021
"Choctaw County, Oklahoma",7539,40,023
"Cimarron County, Oklahoma",1583,40,025
"Cleveland County, Oklahoma",84844,40,027
"Coal County, Oklahoma",2744,40,029
"Comanche County, Oklahoma",45416,40,031
"Cotton County, Oklahoma",3085,40,033
"Craig County, Oklahoma",6459,40,035
"Creek County, Oklahoma",27986,40,037
"Custer County, Oklahoma",11675,40,039
"Delaware County, Oklahoma",22290,40,041
"Dewey County, Oklahoma",2425,40,043
